family	gene	coordinates
PI3_PI4_kinase	TraAM80_01861	75727-78895
PI3_PI4_kinase	TraAM80_08848	9287-11884
PI3_PI4_kinase	TraAM80_01960	35209-37921
PI3_PI4_kinase	TraAM80_07380	14059-20962
PI3_PI4_kinase	TraAM80_07408	13869-15141
PI3_PI4_kinase	TraAM80_08967	5281-8512
PI3_PI4_kinase	TraAM80_05887	16873-18721
PI3_PI4_kinase	TraAM80_02151	12408-13626
PI3_PI4_kinase	TraAM80_02785	4852-6478
Piwi	TraAM80_08642	2899-4627
Piwi	TraAM80_05116	2288-4910
PK	TraAM80_03353	25494-27003
Pkinase	TraAM80_00666	33046-33982
Pkinase	TraAM80_08044	16054-16915
Pkinase	TraAM80_03524	35574-38853
Pkinase	TraAM80_04299	362-2552
Pkinase	TraAM80_01472	11717-13640
Pkinase	TraAM80_01907	5861-6767
Pkinase	TraAM80_01051	68547-69561
Pkinase	TraAM80_04111	42068-44531
Pkinase	TraAM80_05309	21470-23096
Pkinase	TraAM80_05729	33164-34205
Pkinase	TraAM80_05838	14047-15226
Pkinase	TraAM80_07598	19339-21100
Pkinase	TraAM80_00089	22458-23691
Pkinase	TraAM80_00648	3978-5364
Pkinase	TraAM80_06448	19696-23524
Pkinase	TraAM80_00949	16321-17263
Pkinase	TraAM80_01006	50418-55224
Pkinase	TraAM80_04668	19530-20997
Pkinase	TraAM80_08983	10504-11456
Pkinase	TraAM80_04509	0-678
Pkinase	TraAM80_01309	31423-33496
Pkinase	TraAM80_05391	6085-6439
Pkinase	TraAM80_08421	723-2577
Pkinase	TraAM80_04511	1990-2662
Pkinase	TraAM80_05926	10101-11136
Pkinase	TraAM80_07769	3949-6115
Pkinase	TraAM80_07550	7441-8974
Pkinase	TraAM80_02332	40110-41199
Pkinase	TraAM80_07890	11993-13124
Pkinase	TraAM80_05879	5654-6899
Pkinase	TraAM80_02430	51235-52894
Pkinase	TraAM80_04133	37802-39002
Pkinase	TraAM80_07766	17102-18440
Pkinase	TraAM80_08135	1464-3324
Pkinase	TraAM80_07651	11440-12565
Pkinase	TraAM80_01674	55893-64356
Pkinase	TraAM80_07217	18520-19579
Pkinase	TraAM80_07914	7237-8659
Pkinase	TraAM80_06899	9522-10839
Pkinase	TraAM80_05383	34973-35504
Pkinase	TraAM80_09390	5677-8050
Pkinase	TraAM80_00160	10517-11732
Pkinase	TraAM80_00808	40611-41541
Pkinase	TraAM80_07941	9933-10941
Pkinase	TraAM80_04330	17903-18962
Pkinase	TraAM80_01406	57780-60387
Pkinase	TraAM80_00992	7609-10729
Pkinase	TraAM80_06590	18845-20588
Pkinase	TraAM80_05401	27050-28817
Pkinase	TraAM80_03748	14481-15750
Pkinase	TraAM80_06333	19791-22608
Pkinase	TraAM80_05357	27975-29298
Pkinase	TraAM80_04380	29001-32265
Pkinase	TraAM80_01888	48681-49743
Pkinase	TraAM80_00358	30386-32147
Pkinase	TraAM80_00207	89329-90616
Pkinase	TraAM80_04582	7915-9031
Pkinase	TraAM80_09138	2629-5527
Pkinase	TraAM80_05348	10007-11945
Pkinase	TraAM80_05479	36960-38175
Pkinase	TraAM80_06153	12343-14017
Pkinase	TraAM80_03043	35430-36705
Pkinase	TraAM80_00669	36461-36833
Pkinase	TraAM80_03251	50374-51412
Pkinase	TraAM80_03970	31602-32904
Pkinase	TraAM80_00815	51987-53433
Pkinase	TraAM80_06582	14046-17094
Pkinase	TraAM80_03319	49920-55107
Pkinase	TraAM80_01700	44198-45263
Pkinase	TraAM80_07521	12490-13630
Pkinase	TraAM80_05841	22842-23685
Pkinase	TraAM80_07574	8823-11862
Pkinase	TraAM80_05875	31420-32917
Pkinase	TraAM80_02648	24476-28376
Pkinase	TraAM80_03172	9697-10816
Pkinase	TraAM80_03326	19302-21099
Pkinase	TraAM80_04304	9371-10496
Pkinase	TraAM80_03020	38688-39024
Pkinase	TraAM80_06455	10395-15555
Pkinase	TraAM80_07025	6844-8728
Pkinase	TraAM80_02526	54482-58454
Pkinase	TraAM80_07155	22216-23557
Pkinase	TraAM80_04811	35094-39078
Pkinase	TraAM80_09132	3130-4249
Pkinase	TraAM80_00821	73328-77084
Pkinase	TraAM80_02605	6663-7311
Pkinase	TraAM80_08019	845-2270
Pkinase	TraAM80_05698	16121-16961
Pkinase	TraAM80_07071	20393-24974
Pkinase	TraAM80_05194	37773-38373
Pkinase	TraAM80_05842	24785-26672
Pkinase	TraAM80_08302	6541-9649
Pkinase	TraAM80_05248	4985-9503
Pkinase	TraAM80_07902	14840-16211
Pkinase	TraAM80_07799	19188-20093
Pkinase	TraAM80_06698	3133-6355
Pkinase	TraAM80_08452	5035-6211
Pkinase	TraAM80_03301	0-1404
Pkinase	TraAM80_05956	34998-35817
Pkinase	TraAM80_01464	85841-87062
Pkinase	TraAM80_04916	21310-23041
Pkinase	TraAM80_00348	11308-12619
Pkinase	TraAM80_05496	37894-39205
Pkinase	TraAM80_01545	65183-65555
Pkinase	TraAM80_08760	11991-12610
Pkinase	TraAM80_10280	85-1618
Pkinase	TraAM80_07120	10468-12985
Pkinase	TraAM80_04510	1487-1994
Pkinase	TraAM80_02601	67075-68134
Pkinase	TraAM80_09074	593-2000
Pkinase	TraAM80_06811	4731-5619
Pkinase	TraAM80_08233	11282-13457
Pkinase	TraAM80_04353	7427-9839
Pkinase	TraAM80_04837	41466-43161
Pkinase	TraAM80_01140	87735-91575
Pkinase	TraAM80_02930	41656-43324
Pkinase	TraAM80_05671	6128-8486
Pkinase	TraAM80_00447	4554-4869
Pkinase	TraAM80_08979	2-536
Pkinase	TraAM80_06258	11998-16933
Pkinase	TraAM80_06191	11820-13797
Pkinase	TraAM80_10044	1416-2937
Pkinase	TraAM80_06513	7840-10078
Pkinase	TraAM80_04082	31857-33462
Pkinase	TraAM80_01328	73344-74958
Pkinase	TraAM80_00575	50542-50959
Pkinase	TraAM80_09235	6750-9075
Pkinase	TraAM80_06882	1966-3025
Pkinase	TraAM80_04175	45021-48672
Pkinase	TraAM80_07719	20168-20658
Pkinase	TraAM80_02615	25503-27639
Pkinase	TraAM80_00419	63522-63936
Pkinase	TraAM80_09562	1394-2417
Pkinase	TraAM80_08107	7101-8868
Pkinase	TraAM80_08439	7976-9491
Pkinase	TraAM80_06256	2745-3144
Pkinase	TraAM80_05141	13644-15267
Pkinase	TraAM80_07698	16139-19118
Pkinase	TraAM80_00876	79972-80560
Pkinase	TraAM80_05506	32894-34169
Pkinase	TraAM80_07809	199-2242
Pkinase	TraAM80_04788	7735-9418
Pkinase	TraAM80_04602	41806-42724
Pkinase	TraAM80_00113	64660-66178
Pkinase	TraAM80_03833	15801-17952
Pkinase	TraAM80_00887	9776-10646
Pkinase	TraAM80_01715	72014-75131
Pkinase	TraAM80_03186	35941-38761
Pkinase	TraAM80_04270	35714-38942
Pkinase	TraAM80_05378	23597-24617
Pkinase	TraAM80_08984	550-2068
Pkinase	TraAM80_02346	62515-63403
Pkinase	TraAM80_04077	21653-22901
Pkinase	TraAM80_02762	10749-13365
Pkinase	TraAM80_00476	70078-73759
Pkinase	TraAM80_07850	16060-18898
Pkinase	TraAM80_00436	94217-97142
Pkinase	TraAM80_02308	63858-64275
Pkinase	TraAM80_06696	0-510
Pkinase	TraAM80_02499	61562-66083
Pkinase	TraAM80_01798	3332-6407
Pkinase	TraAM80_08309	9259-9775
Pkinase	TraAM80_04075	15898-17092
Pkinase	TraAM80_06698	3133-6355
Pkinase	TraAM80_08515	0-3060
Pkinase	TraAM80_05820	17449-21850
Pkinase	TraAM80_02317	13463-16052
Pkinase	TraAM80_07842	1250-3674
Pkinase	TraAM80_07641	14863-16867
Pkinase	TraAM80_07546	1363-1759
Pkinase	TraAM80_08359	15053-15562
Pkinase	TraAM80_04862	5298-5985
Pkinase	TraAM80_02960	35591-38765
Pkinase	TraAM80_09874	1822-2917
Pkinase	TraAM80_03268	35453-37028
Pkinase	TraAM80_04276	49057-49516
Pkinase	TraAM80_08548	829-1918
Pkinase	TraAM80_07545	0-815
Pkinase	TraAM80_05874	30399-31035
Pkinase	TraAM80_08548	829-1918
Pkinase	TraAM80_01397	34512-38493
Pkinase	TraAM80_09001	2177-3101
Pkinase	TraAM80_05087	27701-29405
Pkinase	TraAM80_06502	13810-14350
Pkinase	TraAM80_05509	40279-40764
Pkinase	TraAM80_07548	3227-3689
Pkinase	TraAM80_06700	7297-7675
Pkinase	TraAM80_07024	6369-6807
Pkinase	TraAM80_05876	35741-36189
Pkinase	TraAM80_04790	11635-13258
Pkinase	TraAM80_00921	66157-66880
Pkinase	TraAM80_07023	2703-3825
Pkinase	TraAM80_01932	62320-65053
Pkinase	TraAM80_00843	18489-19770
Pkinase	TraAM80_04459	42123-43716
Pkinase	TraAM80_02599	61514-62288
Pkinase	TraAM80_08525	8887-11607
Pkinase	TraAM80_01408	63355-65851
Pkinase	TraAM80_04843	5749-7177
Pkinase	TraAM80_07546	1363-1759
Pkinase	TraAM80_00449	11144-16538
Pkinase	TraAM80_08042	10196-10679
Pkinase	TraAM80_06268	641-2018
Pkinase	TraAM80_05952	26328-26676
Pkinase	TraAM80_00888	10755-11205
Pkinase	TraAM80_00034	76913-78482
Pkinase	TraAM80_07620	4195-4984
Pkinase	TraAM80_07620	4195-4984
Pkinase	TraAM80_03118	10334-13736
Pkinase	TraAM80_05655	17998-18334
Pkinase	TraAM80_05890	22262-24203
Pkinase_C	TraAM80_04276	49057-49516
Pkinase_C	TraAM80_08983	10504-11456
Pkinase_C	TraAM80_05947	14664-16323
PK_C	TraAM80_03353	25494-27003
PK_Tyr_Ser-Thr	TraAM80_01006	50418-55224
PK_Tyr_Ser-Thr	TraAM80_08421	723-2577
PK_Tyr_Ser-Thr	TraAM80_04380	29001-32265
PK_Tyr_Ser-Thr	TraAM80_05926	10101-11136
PK_Tyr_Ser-Thr	TraAM80_00949	16321-17263
PK_Tyr_Ser-Thr	TraAM80_07914	7237-8659
PK_Tyr_Ser-Thr	TraAM80_03524	35574-38853
PK_Tyr_Ser-Thr	TraAM80_04582	7915-9031
PK_Tyr_Ser-Thr	TraAM80_04668	19530-20997
PK_Tyr_Ser-Thr	TraAM80_05391	6085-6439
PK_Tyr_Ser-Thr	TraAM80_09390	5677-8050
PK_Tyr_Ser-Thr	TraAM80_02430	51235-52894
PK_Tyr_Ser-Thr	TraAM80_07217	18520-19579
PK_Tyr_Ser-Thr	TraAM80_05479	36960-38175
PK_Tyr_Ser-Thr	TraAM80_05357	27975-29298
PK_Tyr_Ser-Thr	TraAM80_05401	27050-28817
PK_Tyr_Ser-Thr	TraAM80_08044	16054-16915
PK_Tyr_Ser-Thr	TraAM80_01674	55893-64356
PK_Tyr_Ser-Thr	TraAM80_02605	6663-7311
PK_Tyr_Ser-Thr	TraAM80_04111	42068-44531
PK_Tyr_Ser-Thr	TraAM80_03319	49920-55107
PK_Tyr_Ser-Thr	TraAM80_07766	17102-18440
PK_Tyr_Ser-Thr	TraAM80_09138	2629-5527
PK_Tyr_Ser-Thr	TraAM80_03020	38688-39024
PK_Tyr_Ser-Thr	TraAM80_04299	362-2552
PK_Tyr_Ser-Thr	TraAM80_07890	11993-13124
PK_Tyr_Ser-Thr	TraAM80_05309	21470-23096
PK_Tyr_Ser-Thr	TraAM80_04509	0-678
PK_Tyr_Ser-Thr	TraAM80_07155	22216-23557
PK_Tyr_Ser-Thr	TraAM80_04133	37802-39002
PK_Tyr_Ser-Thr	TraAM80_02526	54482-58454
PK_Tyr_Ser-Thr	TraAM80_01472	11717-13640
PK_Tyr_Ser-Thr	TraAM80_06698	3133-6355
PK_Tyr_Ser-Thr	TraAM80_07574	8823-11862
PK_Tyr_Ser-Thr	TraAM80_06448	19696-23524
PK_Tyr_Ser-Thr	TraAM80_07769	3949-6115
PK_Tyr_Ser-Thr	TraAM80_00808	40611-41541
PK_Tyr_Ser-Thr	TraAM80_01051	68547-69561
PK_Tyr_Ser-Thr	TraAM80_00207	89329-90616
PK_Tyr_Ser-Thr	TraAM80_00358	30386-32147
PK_Tyr_Ser-Thr	TraAM80_06455	10395-15555
PK_Tyr_Ser-Thr	TraAM80_08135	1464-3324
PK_Tyr_Ser-Thr	TraAM80_00160	10517-11732
PK_Tyr_Ser-Thr	TraAM80_04511	1990-2662
PK_Tyr_Ser-Thr	TraAM80_00666	33046-33982
PK_Tyr_Ser-Thr	TraAM80_05383	34973-35504
PK_Tyr_Ser-Thr	TraAM80_05875	31420-32917
PK_Tyr_Ser-Thr	TraAM80_07651	11440-12565
PK_Tyr_Ser-Thr	TraAM80_07598	19339-21100
PK_Tyr_Ser-Thr	TraAM80_00821	73328-77084
PK_Tyr_Ser-Thr	TraAM80_05194	37773-38373
PK_Tyr_Ser-Thr	TraAM80_03970	31602-32904
PK_Tyr_Ser-Thr	TraAM80_01309	31423-33496
PK_Tyr_Ser-Thr	TraAM80_05841	22842-23685
PK_Tyr_Ser-Thr	TraAM80_01907	5861-6767
PK_Tyr_Ser-Thr	TraAM80_08983	10504-11456
PK_Tyr_Ser-Thr	TraAM80_00992	7609-10729
PK_Tyr_Ser-Thr	TraAM80_02648	24476-28376
PK_Tyr_Ser-Thr	TraAM80_04082	31857-33462
PK_Tyr_Ser-Thr	TraAM80_00648	3978-5364
PK_Tyr_Ser-Thr	TraAM80_07071	20393-24974
PK_Tyr_Ser-Thr	TraAM80_02332	40110-41199
PK_Tyr_Ser-Thr	TraAM80_07799	19188-20093
PK_Tyr_Ser-Thr	TraAM80_03301	0-1404
PK_Tyr_Ser-Thr	TraAM80_09132	3130-4249
PK_Tyr_Ser-Thr	TraAM80_06582	14046-17094
PK_Tyr_Ser-Thr	TraAM80_07120	10468-12985
PK_Tyr_Ser-Thr	TraAM80_05248	4985-9503
PK_Tyr_Ser-Thr	TraAM80_05348	10007-11945
PK_Tyr_Ser-Thr	TraAM80_05879	5654-6899
PK_Tyr_Ser-Thr	TraAM80_05729	33164-34205
PK_Tyr_Ser-Thr	TraAM80_05838	14047-15226
PK_Tyr_Ser-Thr	TraAM80_04330	17903-18962
PK_Tyr_Ser-Thr	TraAM80_04304	9371-10496
PK_Tyr_Ser-Thr	TraAM80_01406	57780-60387
PK_Tyr_Ser-Thr	TraAM80_06899	9522-10839
PK_Tyr_Ser-Thr	TraAM80_05956	34998-35817
PK_Tyr_Ser-Thr	TraAM80_08302	6541-9649
PK_Tyr_Ser-Thr	TraAM80_01328	73344-74958
PK_Tyr_Ser-Thr	TraAM80_04811	35094-39078
PK_Tyr_Ser-Thr	TraAM80_00669	36461-36833
PK_Tyr_Ser-Thr	TraAM80_02601	67075-68134
PK_Tyr_Ser-Thr	TraAM80_00089	22458-23691
PK_Tyr_Ser-Thr	TraAM80_06153	12343-14017
PK_Tyr_Ser-Thr	TraAM80_07521	12490-13630
PK_Tyr_Ser-Thr	TraAM80_03043	35430-36705
PK_Tyr_Ser-Thr	TraAM80_06590	18845-20588
PK_Tyr_Ser-Thr	TraAM80_06333	19791-22608
PK_Tyr_Ser-Thr	TraAM80_05698	16121-16961
PK_Tyr_Ser-Thr	TraAM80_00815	51987-53433
PK_Tyr_Ser-Thr	TraAM80_01700	44198-45263
PK_Tyr_Ser-Thr	TraAM80_09074	593-2000
PK_Tyr_Ser-Thr	TraAM80_08107	7101-8868
PK_Tyr_Ser-Thr	TraAM80_01140	87735-91575
PK_Tyr_Ser-Thr	TraAM80_03172	9697-10816
PK_Tyr_Ser-Thr	TraAM80_00348	11308-12619
PK_Tyr_Ser-Thr	TraAM80_03748	14481-15750
PK_Tyr_Ser-Thr	TraAM80_04916	21310-23041
PK_Tyr_Ser-Thr	TraAM80_04353	7427-9839
PK_Tyr_Ser-Thr	TraAM80_00575	50542-50959
PK_Tyr_Ser-Thr	TraAM80_04837	41466-43161
PK_Tyr_Ser-Thr	TraAM80_05842	24785-26672
PK_Tyr_Ser-Thr	TraAM80_08439	7976-9491
PK_Tyr_Ser-Thr	TraAM80_08979	2-536
PK_Tyr_Ser-Thr	TraAM80_07550	7441-8974
PK_Tyr_Ser-Thr	TraAM80_01545	65183-65555
PK_Tyr_Ser-Thr	TraAM80_07809	199-2242
PK_Tyr_Ser-Thr	TraAM80_09562	1394-2417
PK_Tyr_Ser-Thr	TraAM80_04510	1487-1994
PK_Tyr_Ser-Thr	TraAM80_07025	6844-8728
PK_Tyr_Ser-Thr	TraAM80_08760	11991-12610
PK_Tyr_Ser-Thr	TraAM80_01464	85841-87062
PK_Tyr_Ser-Thr	TraAM80_07719	20168-20658
PK_Tyr_Ser-Thr	TraAM80_00887	9776-10646
PK_Tyr_Ser-Thr	TraAM80_00876	79972-80560
PK_Tyr_Ser-Thr	TraAM80_07902	14840-16211
PK_Tyr_Ser-Thr	TraAM80_08019	845-2270
PK_Tyr_Ser-Thr	TraAM80_05496	37894-39205
PK_Tyr_Ser-Thr	TraAM80_10044	1416-2937
PK_Tyr_Ser-Thr	TraAM80_07941	9933-10941
PK_Tyr_Ser-Thr	TraAM80_02499	61562-66083
PK_Tyr_Ser-Thr	TraAM80_01888	48681-49743
PK_Tyr_Ser-Thr	TraAM80_02308	63858-64275
PK_Tyr_Ser-Thr	TraAM80_01715	72014-75131
PK_Tyr_Ser-Thr	TraAM80_06882	1966-3025
PK_Tyr_Ser-Thr	TraAM80_00113	64660-66178
PK_Tyr_Ser-Thr	TraAM80_06258	11998-16933
PK_Tyr_Ser-Thr	TraAM80_10280	85-1618
PK_Tyr_Ser-Thr	TraAM80_06256	2745-3144
PK_Tyr_Ser-Thr	TraAM80_09235	6750-9075
PK_Tyr_Ser-Thr	TraAM80_06811	4731-5619
PK_Tyr_Ser-Thr	TraAM80_05378	23597-24617
PK_Tyr_Ser-Thr	TraAM80_02615	25503-27639
PK_Tyr_Ser-Thr	TraAM80_00447	4554-4869
PK_Tyr_Ser-Thr	TraAM80_04270	35714-38942
PK_Tyr_Ser-Thr	TraAM80_05506	32894-34169
PK_Tyr_Ser-Thr	TraAM80_07842	1250-3674
PK_Tyr_Ser-Thr	TraAM80_04788	7735-9418
PK_Tyr_Ser-Thr	TraAM80_08309	9259-9775
PK_Tyr_Ser-Thr	TraAM80_04175	45021-48672
PK_Tyr_Ser-Thr	TraAM80_06698	3133-6355
PK_Tyr_Ser-Thr	TraAM80_03326	19302-21099
PK_Tyr_Ser-Thr	TraAM80_06696	0-510
PK_Tyr_Ser-Thr	TraAM80_08515	0-3060
PK_Tyr_Ser-Thr	TraAM80_05671	6128-8486
PK_Tyr_Ser-Thr	TraAM80_08452	5035-6211
PK_Tyr_Ser-Thr	TraAM80_02930	41656-43324
PK_Tyr_Ser-Thr	TraAM80_03251	50374-51412
PK_Tyr_Ser-Thr	TraAM80_05141	13644-15267
PK_Tyr_Ser-Thr	TraAM80_04602	41806-42724
PK_Tyr_Ser-Thr	TraAM80_08984	550-2068
PK_Tyr_Ser-Thr	TraAM80_02346	62515-63403
PK_Tyr_Ser-Thr	TraAM80_08233	11282-13457
PK_Tyr_Ser-Thr	TraAM80_08359	15053-15562
PK_Tyr_Ser-Thr	TraAM80_07546	1363-1759
PK_Tyr_Ser-Thr	TraAM80_00419	63522-63936
PK_Tyr_Ser-Thr	TraAM80_06191	11820-13797
PK_Tyr_Ser-Thr	TraAM80_06513	7840-10078
PK_Tyr_Ser-Thr	TraAM80_07850	16060-18898
PK_Tyr_Ser-Thr	TraAM80_03186	35941-38761
PK_Tyr_Ser-Thr	TraAM80_07698	16139-19118
PK_Tyr_Ser-Thr	TraAM80_06502	13810-14350
PK_Tyr_Ser-Thr	TraAM80_03268	35453-37028
PK_Tyr_Ser-Thr	TraAM80_02762	10749-13365
PK_Tyr_Ser-Thr	TraAM80_04075	15898-17092
PK_Tyr_Ser-Thr	TraAM80_02317	13463-16052
PK_Tyr_Ser-Thr	TraAM80_00436	94217-97142
PK_Tyr_Ser-Thr	TraAM80_07548	3227-3689
PK_Tyr_Ser-Thr	TraAM80_04790	11635-13258
PK_Tyr_Ser-Thr	TraAM80_03833	15801-17952
PK_Tyr_Ser-Thr	TraAM80_05820	17449-21850
PK_Tyr_Ser-Thr	TraAM80_07545	0-815
PK_Tyr_Ser-Thr	TraAM80_05087	27701-29405
PK_Tyr_Ser-Thr	TraAM80_08548	829-1918
PK_Tyr_Ser-Thr	TraAM80_09874	1822-2917
PK_Tyr_Ser-Thr	TraAM80_06700	7297-7675
PK_Tyr_Ser-Thr	TraAM80_01798	3332-6407
PK_Tyr_Ser-Thr	TraAM80_02960	35591-38765
PK_Tyr_Ser-Thr	TraAM80_05509	40279-40764
PK_Tyr_Ser-Thr	TraAM80_04276	49057-49516
PK_Tyr_Ser-Thr	TraAM80_09001	2177-3101
PK_Tyr_Ser-Thr	TraAM80_07023	2703-3825
PK_Tyr_Ser-Thr	TraAM80_01932	62320-65053
PK_Tyr_Ser-Thr	TraAM80_01397	34512-38493
PK_Tyr_Ser-Thr	TraAM80_05876	35741-36189
PK_Tyr_Ser-Thr	TraAM80_04077	21653-22901
PK_Tyr_Ser-Thr	TraAM80_02599	61514-62288
PK_Tyr_Ser-Thr	TraAM80_05874	30399-31035
PK_Tyr_Ser-Thr	TraAM80_04459	42123-43716
PK_Tyr_Ser-Thr	TraAM80_00476	70078-73759
PK_Tyr_Ser-Thr	TraAM80_04862	5298-5985
PK_Tyr_Ser-Thr	TraAM80_01408	63355-65851
PK_Tyr_Ser-Thr	TraAM80_00921	66157-66880
PK_Tyr_Ser-Thr	TraAM80_07546	1363-1759
PK_Tyr_Ser-Thr	TraAM80_00843	18489-19770
PK_Tyr_Ser-Thr	TraAM80_05655	17998-18334
PK_Tyr_Ser-Thr	TraAM80_08042	10196-10679
PK_Tyr_Ser-Thr	TraAM80_07024	6369-6807
PLU-1	TraAM80_05687	2455-3124
PP2C	TraAM80_06391	24496-25453
PP2C	TraAM80_00670	37031-38366
PP2C	TraAM80_04064	35228-36542
PP2C	TraAM80_02933	48348-49590
PP2C	TraAM80_06974	18159-20349
PP2C	TraAM80_06189	5257-6481
PP2C	TraAM80_06855	638-1589
PP2C	TraAM80_03745	8767-9913
PP2C	TraAM80_01307	20593-22879
PP2C	TraAM80_01354	27083-27689
PP2C	TraAM80_01098	0-375
PP2C	TraAM80_06856	1988-2435
PP2C	TraAM80_00197	63369-64461
PP4R3	TraAM80_05359	36507-39111
PPP4R2	TraAM80_00369	71857-73543
PPP4R2	TraAM80_00736	60225-60855
PPP4R2	TraAM80_03817	44631-47970
PPP4R2	TraAM80_07025	6844-8728
PPP4R2	TraAM80_03198	4919-9518
PPP4R2	TraAM80_01674	55893-64356
PPP4R2	TraAM80_06176	16711-17740
PrmA	TraAM80_02253	20619-21633
PrmA	TraAM80_01363	42203-43481
PrmA	TraAM80_02413	9567-10401
PrmA	TraAM80_00030	69584-70847
PrmA	TraAM80_03625	12813-13962
PrmA	TraAM80_06405	11863-12181
PrmA	TraAM80_02554	44683-45946
PrmA	TraAM80_04169	34770-35523
PrmA	TraAM80_02972	58091-59138
PrmA	TraAM80_07914	7237-8659
PrmA	TraAM80_07627	12778-13750
PrmA	TraAM80_02949	15533-16580
PrmA	TraAM80_07876	4130-6044
PRMT5	TraAM80_02709	25834-28165
PRMT5	TraAM80_02253	20619-21633
Prp31_C	TraAM80_05630	27083-27803
PRY	TraAM80_09808	309-2358
PseudoU_synth_2	TraAM80_00444	112679-113816
PseudoU_synth_2	TraAM80_01580	36086-36593
PseudoU_synth_2	TraAM80_00198	65042-67811
PseudoU_synth_2	TraAM80_03727	28978-32695
PseudoU_synth_2	TraAM80_00408	29680-31042
PseudoU_synth_2	TraAM80_07853	2466-4488
PseudoU_synth_2	TraAM80_07181	2984-4547
PseudoU_synth_2	TraAM80_09225	732-1668
PTCB-BRCT	TraAM80_03594	11332-13705
PTCB-BRCT	TraAM80_07188	18901-24058
PTCB-BRCT	TraAM80_04622	29994-30804
PTCB-BRCT	TraAM80_04074	12364-14605
PWWP	TraAM80_04219	33798-35223
PWWP	TraAM80_04219	33798-35223
PWWP	TraAM80_05601	2229-2784
PWWP	TraAM80_03841	28489-30040
PWWP	TraAM80_05497	611-3113
Qua1	TraAM80_09774	19-400
Rad51	TraAM80_00811	47454-48528
Rad51	TraAM80_00892	16067-17123
Rad51	TraAM80_01073	33185-33929
Rad51	TraAM80_01447	61808-63017
Rad51	TraAM80_02391	21162-23091
Rad51	TraAM80_05881	9240-10419
Rad51	TraAM80_01394	27996-29313
Radical_SAM	TraAM80_04502	22092-24492
Radical_SAM	TraAM80_01984	8476-15169
Radical_SAM	TraAM80_05810	31803-32334
Radical_SAM	TraAM80_01623	25577-27572
Radical_SAM	TraAM80_07516	4107-4698
Radical_SAM	TraAM80_00476	70078-73759
Radical_SAM	TraAM80_07711	0-426
Radical_SAM	TraAM80_01832	15748-16594
RAG2	TraAM80_00585	67971-71178
RB_B	TraAM80_08431	9015-10245
RB_B	TraAM80_00028	66063-66864
RB_B	TraAM80_02958	33232-33757
Rb_C	TraAM80_04045	49447-50212
RCC1	TraAM80_07770	7797-9735
RCC1	TraAM80_03816	40533-43020
RCC1	TraAM80_00908	46118-47339
RCC1	TraAM80_01430	13963-15607
RCC1	TraAM80_01692	20708-22277
RCC1	TraAM80_02140	71824-73846
RCC1	TraAM80_03465	46706-47576
RCC1	TraAM80_05824	29881-31363
Ribosomal_L7Ae	TraAM80_06030	28449-28830
Ribosomal_L7Ae	TraAM80_03784	33156-35103
Ribosomal_L7Ae	TraAM80_03786	36007-36325
Ribosomal_L7Ae	TraAM80_06631	27506-27935
Ribosomal_L7Ae	TraAM80_03154	31609-32035
Ribosomal_L7Ae	TraAM80_08501	14087-14463
Ribosomal_L7Ae	TraAM80_02668	550-1000
Ribosomal_L7Ae	TraAM80_01150	12764-14462
RIX1	TraAM80_06669	6573-7242
RIX1	TraAM80_03001	57450-60174
RIX1	TraAM80_06629	19689-24489
RMI1_N	TraAM80_07385	3050-4202
RMI1_N	TraAM80_05085	23419-24814
RNase_PH	TraAM80_03925	44275-45034
RNase_PH	TraAM80_07150	13278-15183
RNase_PH	TraAM80_06068	30179-30869
RNase_PH	TraAM80_07586	17905-18907
RNase_PH	TraAM80_00513	51711-52551
RNase_PH	TraAM80_06641	18421-19561
RNase_PH_C	TraAM80_07586	17905-18907
RNase_PH_C	TraAM80_00513	51711-52551
RRM_1	TraAM80_05947	14664-16323
RRM_1	TraAM80_04261	14510-15107
RRM_1	TraAM80_01808	41375-43949
RRM_1	TraAM80_07133	7400-8717
RRM_1	TraAM80_10544	927-1770
RRM_1	TraAM80_06843	3330-5073
RRM_1	TraAM80_04133	37802-39002
RRM_1	TraAM80_06561	25066-26392
RRM_1	TraAM80_00122	83568-84498
RRM_1	TraAM80_09540	5194-6832
RRM_1	TraAM80_01376	75001-76858
RRM_1	TraAM80_05779	9286-10555
RRM_1	TraAM80_02903	53744-54149
RRM_1	TraAM80_01222	47964-49263
RRM_1	TraAM80_01768	27903-28407
RRM_1	TraAM80_01981	0-495
RRM_1	TraAM80_01767	23870-24518
RRM_1	TraAM80_00276	124619-125558
RRM_1	TraAM80_02385	8409-9195
RRM_1	TraAM80_05571	12742-16519
RRM_1	TraAM80_01769	28814-30263
RRM_1	TraAM80_05167	32540-32852
RRM_1	TraAM80_05169	34423-34780
RRM_1	TraAM80_05171	35985-36360
RRM_1	TraAM80_06703	14709-16179
RRM_1	TraAM80_09447	1352-2369
RRM_1	TraAM80_08076	6071-7436
RRM_1	TraAM80_05570	11367-11742
RRM_1	TraAM80_04521	17943-19143
RRM_1	TraAM80_09347	5081-6572
RRM_1	TraAM80_02586	33150-34581
RRM_1	TraAM80_05572	16869-17553
RRM_1	TraAM80_07126	24189-24784
RRM_1	TraAM80_03634	30441-35712
RRM_1	TraAM80_04678	38877-39444
RRM_1	TraAM80_03879	14960-15593
